age,gender,height_cm,weight_kg,waist_cm,neck_cm,hip_cm,sleep_hours,workouts_per_week,daily_calories,activity_level,fitness_goal,body_fat_percentage
31,male,173.6,57.1,86.9,32.0,94.4,6.8,2,1573,light,fat_loss,13.67
18,female,157.7,68.1,93.3,31.5,99.6,6.4,1,2163,sedentary,muscle_gain,20.8
16,male,168.6,78.0,77.5,31.4,94.3,7.0,5,3222,active,muscle_gain,20.41
20,female,169.0,64.7,99.2,30.3,106.8,6.1,5,2647,active,maintain,15.58
16,male,167.6,67.7,88.2,35.5,104.4,6.0,1,2105,sedentary,maintain,16.4
17,male,168.5,64.1,84.8,34.5,89.9,7.5,4,2766,moderate,muscle_gain,14.8
34,male,172.7,74.4,100.5,32.2,95.6,6.1,3,1909,sedentary,fat_loss,21.55
20,male,163.1,72.5,83.0,34.8,104.4,7.7,1,1433,sedentary,fat_loss,21.1
16,female,163.5,61.4,75.9,30.2,101.4,6.8,7,2500,moderate,muscle_gain,15.04
22,male,169.8,100.7,74.4,32.7,103.4,7.9,2,2239,light,fat_loss,30.77
18,male,158.1,58.0,96.1,36.4,92.7,6.1,2,2171,light,muscle_gain,15.78
26,female,165.3,74.1,77.2,30.5,99.2,7.5,6,2332,active,maintain,22.32
18,female,161.6,66.2,107.5,32.8,102.1,7.0,3,2468,moderate,muscle_gain,18.36
23,male,178.0,80.3,70.0,36.1,90.4,5.8,0,2536,sedentary,muscle_gain,19.5
17,male,174.0,89.4,107.0,31.1,100.8,6.3,5,3259,moderate,muscle_gain,23.14
34,female,154.4,48.0,92.1,28.0,97.4,6.3,3,1398,moderate,maintain,15.78
24,female,156.4,62.8,89.0,30.2,97.6,7.3,4,1831,moderate,fat_loss,20.13
21,female,163.1,53.5,84.6,28.8,105.7,6.0,7,2536,active,muscle_gain,12.76
21,female,163.2,58.8,94.0,30.7,98.5,5.8,5,1508,moderate,fat_loss,15.12
20,female,161.3,62.2,89.6,28.4,92.1,6.8,1,2146,sedentary,muscle_gain,17.09
19,male,175.4,65.1,101.0,34.2,86.2,8.0,1,1795,sedentary,fat_loss,13.56
18,male,172.4,55.8,91.1,31.6,84.1,7.1,4,2349,moderate,muscle_gain,10.47
30,male,167.6,69.4,91.5,34.7,96.4,6.5,7,2998,active,muscle_gain,20.35
20,female,160.2,63.9,86.4,29.3,103.5,7.7,0,1200,sedentary,fat_loss,18.28
16,female,171.8,68.7,89.4,30.9,96.0,6.3,1,2274,sedentary,muscle_gain,15.41
17,male,165.0,74.0,93.1,35.5,99.4,8.6,4,2069,moderate,fat_loss,20.33
26,male,174.2,80.1,72.9,34.5,94.4,8.6,0,1558,sedentary,fat_loss,21.46
21,male,160.9,63.1,76.5,35.7,98.9,6.7,0,1200,sedentary,fat_loss,17.88
21,female,160.9,87.5,97.4,33.4,107.4,7.1,3,2450,active,fat_loss,29.19
27,male,175.7,82.7,91.7,34.7,93.3,6.7,6,2669,moderate,maintain,22.16
19,male,183.4,106.5,88.2,38.7,105.5,6.5,4,3547,active,maintain,26.17
25,male,164.2,59.0,90.2,31.4,95.7,7.7,5,2539,moderate,muscle_gain,15.81
19,male,179.9,81.5,93.5,36.4,93.0,5.8,1,2749,light,muscle_gain,18.39
25,male,178.6,60.8,84.6,34.6,87.8,6.5,6,3110,active,muscle_gain,12.42
20,male,170.7,69.4,82.2,34.9,95.6,7.5,2,2247,light,maintain,16.98
21,male,169.4,64.7,92.0,32.4,88.4,8.4,3,2332,light,muscle_gain,15.69
26,male,164.4,89.7,80.2,36.5,102.6,8.1,5,2627,active,fat_loss,29.61
25,male,162.6,56.1,94.1,31.4,91.0,6.2,5,2475,moderate,muscle_gain,15.01
21,male,166.7,61.2,73.0,32.1,93.2,6.2,4,2725,active,maintain,15.06
20,male,163.2,50.4,100.3,32.8,82.4,6.7,1,1329,sedentary,fat_loss,11.11
29,female,154.6,60.0,94.7,31.2,102.3,8.2,3,2306,active,muscle_gain,20.59
25,male,161.5,51.9,92.6,32.3,92.1,7.3,3,1810,moderate,fat_loss,13.43
20,male,173.0,81.6,99.8,32.3,100.4,9.5,4,2412,moderate,fat_loss,21.12
19,male,175.0,49.7,106.7,32.9,87.4,7.4,7,2633,active,muscle_gain,7.64
27,male,174.5,71.8,100.1,36.5,96.6,8.5,2,1687,light,fat_loss,18.31
23,male,175.1,54.8,71.6,35.8,82.5,6.9,3,2308,moderate,maintain,10.54
21,male,178.6,71.1,77.2,31.2,90.4,6.2,4,2927,moderate,muscle_gain,15.38
23,female,152.4,50.6,83.8,31.6,99.9,9.1,3,1473,moderate,fat_loss,15.23
24,male,172.6,62.0,90.3,32.7,91.0,5.6,7,2441,active,maintain,14.29
22,male,169.9,64.6,95.2,34.5,95.2,7.3,2,2714,moderate,muscle_gain,15.72
27,male,181.1,92.9,82.7,34.5,96.3,7.2,0,2819,sedentary,muscle_gain,24.0
28,male,186.7,113.9,91.9,37.6,99.7,6.4,3,2886,sedentary,muscle_gain,29.45
24,male,163.6,65.6,82.4,34.8,96.5,7.2,5,2540,active,maintain,18.73
28,female,158.9,51.0,83.9,29.2,97.7,6.6,6,1906,active,fat_loss,14.48
22,female,160.2,58.6,75.9,31.3,95.5,6.0,6,2080,active,fat_loss,16.26
25,male,179.5,77.2,80.8,31.5,95.4,5.9,1,1699,sedentary,fat_loss,18.3
27,male,185.7,95.1,76.5,33.6,92.7,7.3,4,2361,light,fat_loss,23.1
27,male,177.2,81.1,80.2,33.2,100.1,6.2,4,2736,moderate,muscle_gain,21.0
26,male,181.8,60.9,100.5,33.7,81.8,6.3,6,2158,moderate,fat_loss,11.89
25,female,152.4,67.7,80.5,34.0,101.8,6.3,1,1843,sedentary,muscle_gain,24.53
31,male,182.3,91.4,116.3,33.7,102.8,6.2,3,2927,moderate,muscle_gain,23.93
20,male,178.2,96.2,94.9,39.1,106.6,6.9,3,2219,sedentary,maintain,24.75
21,female,156.8,55.0,91.8,29.7,94.0,5.9,3,2181,light,muscle_gain,15.47
21,male,171.9,78.3,81.4,34.8,99.8,6.8,1,2113,sedentary,maintain,20.43
20,male,174.1,64.5,97.0,34.2,94.3,7.6,2,2618,sedentary,maintain,13.94
16,female,160.5,67.6,84.2,28.2,99.2,7.6,2,1704,sedentary,fat_loss,18.97
28,male,171.7,73.6,91.2,32.2,95.9,6.3,6,3330,active,muscle_gain,20.2
17,male,183.0,74.1,115.6,31.4,88.4,6.3,4,1990,moderate,fat_loss,14.26
23,male,166.7,68.9,89.0,34.9,87.7,7.9,5,2733,active,maintain,18.84
16,female,159.7,63.2,101.5,30.2,102.6,7.5,2,1748,light,muscle_gain,17.22
25,male,174.2,68.0,83.0,33.4,95.1,7.5,1,1961,light,fat_loss,16.44
18,male,166.0,79.8,89.7,32.7,93.3,8.1,4,2003,light,fat_loss,22.69
17,male,164.5,63.8,107.7,33.5,92.4,7.9,5,2297,moderate,fat_loss,16.0
23,male,160.1,66.4,83.7,36.7,89.7,7.8,2,1910,light,maintain,20.18
19,female,159.3,49.0,108.1,28.0,101.2,5.4,3,2179,moderate,muscle_gain,11.34
19,male,171.6,75.8,97.1,33.6,93.3,6.4,5,2268,moderate,fat_loss,19.06
23,male,166.2,62.0,84.4,33.2,94.6,5.6,5,2278,active,fat_loss,16.02
26,male,158.9,71.4,96.3,36.8,95.2,8.3,1,1769,sedentary,fat_loss,23.71
18,female,158.4,48.5,99.7,28.8,97.6,6.8,2,1990,light,muscle_gain,11.14
18,male,170.8,78.3,96.2,35.2,102.6,6.4,1,2014,sedentary,fat_loss,20.15
22,female,166.5,50.6,74.3,28.4,91.5,7.4,1,1342,sedentary,fat_loss,10.76
24,female,147.3,55.5,82.7,29.9,96.5,7.5,4,1859,moderate,maintain,20.02
29,male,170.3,67.0,87.5,31.3,96.0,7.5,0,2268,light,muscle_gain,18.19
17,female,156.9,62.6,89.3,31.6,104.6,7.1,2,2235,moderate,muscle_gain,18.22
21,female,147.6,51.5,96.2,28.3,97.5,8.1,2,1527,sedentary,muscle_gain,17.0
27,male,163.7,48.8,91.8,33.3,92.2,6.6,4,2544,active,muscle_gain,11.86
31,female,159.8,56.8,76.6,28.2,98.7,5.3,7,2457,active,muscle_gain,17.62
18,male,179.3,79.2,93.8,31.0,92.9,6.7,2,1860,light,fat_loss,17.5
19,female,164.8,69.6,96.1,32.5,96.2,6.6,4,2292,active,fat_loss,18.92
24,female,165.3,68.8,95.6,33.2,95.0,7.6,2,1753,sedentary,maintain,19.54
19,male,169.7,57.5,100.8,35.3,91.4,8.0,0,2293,moderate,maintain,12.13
19,female,162.5,79.2,98.3,34.6,106.3,6.2,5,2884,active,muscle_gain,24.16
23,male,165.5,70.8,94.6,33.4,96.4,4.9,5,2130,moderate,fat_loss,20.11
29,female,161.4,56.8,89.3,31.7,98.1,8.6,4,1200,moderate,fat_loss,16.64
16,female,163.3,73.2,73.4,29.9,104.0,7.4,0,1673,light,fat_loss,20.42
29,male,175.2,74.9,94.3,35.9,90.2,5.0,4,2430,moderate,maintain,19.75
19,male,172.6,68.1,92.1,34.3,93.8,5.5,3,2457,moderate,maintain,15.6
24,male,174.1,72.8,92.7,37.1,96.9,7.3,1,2514,sedentary,muscle_gain,18.14
29,male,174.4,86.6,77.2,34.3,104.5,6.5,2,2181,sedentary,maintain,24.64
23,male,166.9,84.1,79.2,38.9,100.7,8.0,4,2172,moderate,fat_loss,25.32
21,male,169.7,47.5,100.5,28.3,91.4,6.4,5,2460,moderate,muscle_gain,8.42
25,male,168.7,83.1,89.6,33.6,93.2,7.0,1,1821,light,fat_loss,24.59
21,male,189.6,84.5,96.8,31.2,95.2,6.4,5,3146,active,fat_loss,16.84
24,female,165.6,70.5,90.3,30.8,99.2,6.9,3,2538,moderate,maintain,20.17
21,female,158.1,72.6,90.3,32.9,101.5,7.0,4,1706,light,maintain,23.48
26,female,160.8,41.9,99.4,28.0,91.2,8.3,0,1292,light,fat_loss,9.23
16,male,180.7,88.6,84.8,35.6,92.0,7.4,2,2830,moderate,fat_loss,20.04
17,female,156.0,69.3,91.0,33.1,100.2,7.2,2,2298,moderate,muscle_gain,21.88
16,male,170.4,62.4,85.4,32.9,98.4,7.7,4,1965,moderate,fat_loss,13.27
22,male,171.9,55.2,85.7,30.7,94.4,8.2,3,2195,light,muscle_gain,11.28
16,male,176.3,92.6,86.9,36.2,96.8,5.8,4,3402,moderate,muscle_gain,23.23
19,female,145.0,40.0,92.2,30.4,95.1,6.3,5,1465,moderate,fat_loss,11.0
17,male,171.3,74.6,85.2,35.4,93.1,7.1,5,2208,moderate,fat_loss,18.22
29,male,168.8,80.8,102.6,37.6,97.9,7.0,1,2077,sedentary,fat_loss,24.5
18,female,164.5,66.2,81.1,29.7,109.7,6.5,3,1942,moderate,maintain,17.3
16,male,161.9,70.3,88.1,36.7,91.5,5.3,2,1956,light,fat_loss,19.66
23,male,169.0,69.4,85.6,34.1,99.0,6.7,3,2145,sedentary,muscle_gain,18.25
30,female,170.9,76.9,104.5,32.1,102.4,7.2,5,1969,moderate,fat_loss,22.3
21,male,164.8,56.3,92.0,30.7,99.2,8.3,4,2426,moderate,muscle_gain,13.51
22,male,174.2,67.8,100.3,32.1,85.8,7.1,1,1705,light,fat_loss,15.67
28,female,165.6,64.2,75.1,29.8,99.4,6.9,4,1774,moderate,fat_loss,18.33
26,female,166.0,54.5,92.7,32.2,99.0,6.3,2,1775,light,muscle_gain,13.51
24,male,179.9,90.0,98.9,33.9,96.2,7.0,2,2766,sedentary,muscle_gain,22.69
19,female,157.4,42.5,90.8,30.3,96.9,6.7,1,1338,light,fat_loss,8.76
24,male,171.5,76.9,100.7,34.0,91.7,7.5,2,2000,light,fat_loss,20.69
16,male,173.8,78.5,84.8,33.4,90.9,7.4,5,2640,moderate,maintain,18.67
19,male,168.8,61.1,104.1,30.3,99.5,8.3,3,2145,moderate,fat_loss,13.9
28,male,176.4,62.1,113.0,29.2,84.4,7.2,3,2179,moderate,fat_loss,14.19
28,female,155.9,57.8,86.4,31.1,98.0,7.5,1,1200,sedentary,fat_loss,18.78
24,female,155.6,65.9,85.5,29.6,104.0,5.8,2,1505,light,fat_loss,21.98
16,male,180.0,88.8,104.5,32.7,96.3,7.5,1,2600,sedentary,muscle_gain,20.37
17,male,163.6,54.2,105.8,33.0,89.4,7.7,3,2560,moderate,muscle_gain,12.01
19,male,166.5,70.9,84.8,37.6,96.5,7.3,0,2192,sedentary,muscle_gain,18.86
21,female,154.3,61.0,85.8,29.9,100.1,7.0,2,2053,light,muscle_gain,19.38
16,male,169.6,71.0,87.2,33.8,94.6,6.8,5,2174,moderate,fat_loss,17.1
21,female,147.4,45.0,76.6,30.0,95.4,8.4,4,2068,moderate,muscle_gain,13.48
30,male,169.5,72.0,80.8,35.0,100.8,5.5,2,1758,light,fat_loss,20.77
24,male,182.7,94.6,80.0,35.0,103.8,8.2,2,2362,light,fat_loss,23.33
23,female,157.7,65.9,82.3,35.5,101.1,7.4,3,2227,moderate,muscle_gain,20.89
17,female,158.1,68.3,89.7,30.6,100.8,6.7,2,1299,light,fat_loss,20.5
16,male,176.2,96.1,92.3,35.5,99.8,7.7,0,2088,sedentary,fat_loss,24.62
16,female,156.9,59.0,105.5,30.2,102.9,7.3,6,2024,active,fat_loss,16.24
16,female,147.1,47.2,80.0,30.0,86.4,6.3,1,1922,light,muscle_gain,13.66
22,male,179.7,70.3,99.8,28.9,94.7,8.1,1,1862,light,fat_loss,14.98
24,male,174.7,80.5,87.9,34.5,98.5,7.2,3,2654,sedentary,muscle_gain,20.97
18,male,176.5,58.5,89.5,28.8,91.8,6.4,1,2643,light,muscle_gain,10.47
23,female,166.0,65.5,96.7,30.3,101.3,8.4,2,1996,light,muscle_gain,17.61
29,male,159.4,69.6,78.8,32.4,99.6,7.6,1,1770,light,fat_loss,23.34
31,male,171.7,84.9,93.8,36.9,96.3,7.2,5,2850,moderate,maintain,25.49
25,male,181.7,65.2,91.7,32.5,87.5,7.9,4,2136,light,fat_loss,13.25
21,female,156.0,58.6,94.9,28.1,97.1,6.9,6,2240,active,maintain,17.53
25,male,184.0,76.8,92.9,34.1,94.5,7.7,5,3507,active,muscle_gain,16.77
28,female,169.0,71.2,114.6,32.5,103.4,7.8,0,1719,sedentary,fat_loss,20.15
16,male,172.1,75.0,83.6,36.0,88.1,6.6,2,2541,sedentary,muscle_gain,17.87
29,female,165.2,63.5,84.7,31.4,101.3,6.7,5,2243,moderate,muscle_gain,18.39
20,male,182.7,95.1,83.8,33.6,99.9,6.4,7,3713,active,muscle_gain,22.59
20,male,171.4,83.2,84.4,32.6,95.9,8.1,6,2603,active,fat_loss,22.38
20,female,156.1,80.3,83.6,31.8,113.0,5.8,1,2036,sedentary,muscle_gain,27.94
23,female,154.8,60.1,101.9,31.3,107.7,7.4,1,1718,light,muscle_gain,19.19
17,male,155.1,57.6,104.2,31.5,93.0,8.4,0,1990,sedentary,maintain,16.44
21,male,174.0,63.3,84.3,31.8,92.4,5.9,3,2271,moderate,fat_loss,13.72
24,female,157.7,52.0,81.7,29.7,97.2,7.0,3,1747,moderate,muscle_gain,14.41
23,female,155.3,65.8,94.7,30.6,102.9,8.1,3,1991,light,muscle_gain,21.83
24,male,174.4,81.6,84.5,33.9,90.7,6.6,5,2827,moderate,muscle_gain,21.51
21,male,171.7,79.4,96.3,35.1,90.8,7.2,2,2728,light,muscle_gain,20.95
25,female,168.0,61.5,92.0,28.3,95.2,6.7,4,1717,moderate,fat_loss,15.7
27,female,168.3,63.8,74.8,28.9,95.5,6.1,2,2109,sedentary,muscle_gain,17.04
26,female,169.0,86.5,105.5,29.9,104.6,6.6,4,2100,moderate,fat_loss,26.12
24,male,167.7,58.2,108.0,32.4,88.1,6.3,6,1971,moderate,fat_loss,14.15
26,male,181.5,93.2,83.9,36.0,101.1,5.6,3,3170,moderate,muscle_gain,23.73
26,female,168.3,72.0,86.1,29.0,104.8,8.3,2,1860,light,fat_loss,20.28
34,female,152.8,48.5,92.9,29.5,102.6,7.2,4,1200,moderate,fat_loss,16.55
27,female,157.1,46.8,93.3,29.8,99.2,6.6,4,1245,moderate,fat_loss,12.76
22,male,163.9,62.0,96.6,33.4,98.4,6.7,1,2018,sedentary,muscle_gain,16.56
18,male,171.4,77.0,110.1,33.0,102.1,6.8,0,2275,sedentary,maintain,19.39
21,female,159.8,50.4,88.2,32.7,97.4,6.4,2,1811,moderate,muscle_gain,12.31
21,male,167.3,83.5,82.0,36.3,100.4,6.6,5,1706,light,fat_loss,24.43
24,female,160.5,61.4,76.2,31.6,102.2,6.3,0,1793,sedentary,maintain,17.92
19,male,172.6,84.6,82.7,34.8,97.8,7.7,2,1695,sedentary,fat_loss,22.25
27,female,169.9,79.2,89.7,31.4,102.5,5.4,1,1786,sedentary,maintain,22.93
16,female,163.1,78.3,107.9,30.4,109.1,7.2,4,2112,light,muscle_gain,22.8
16,male,162.4,60.1,84.8,32.3,92.0,6.2,4,1832,moderate,fat_loss,14.83
21,male,154.2,60.9,92.2,32.4,90.7,7.9,1,2618,sedentary,muscle_gain,19.36
18,female,159.0,47.9,89.8,30.1,98.6,6.8,4,1422,moderate,fat_loss,10.68
16,male,164.4,69.8,101.9,33.6,96.4,7.4,2,2474,light,muscle_gain,18.47
19,male,167.7,78.9,115.3,32.6,104.4,6.6,0,1826,light,fat_loss,21.84
19,female,151.7,61.3,84.7,29.5,107.3,8.3,0,1610,sedentary,maintain,20.13
22,female,159.9,81.4,85.1,33.5,105.9,5.8,4,2739,moderate,muscle_gain,27.06
19,male,174.5,76.2,100.4,35.5,99.6,6.3,6,3015,active,maintain,18.2
20,male,174.2,67.8,96.8,33.9,90.8,6.1,4,2618,light,maintain,15.21
22,male,174.1,80.2,108.5,31.6,101.3,7.0,2,1742,sedentary,fat_loss,20.61
27,male,157.6,47.7,95.8,32.1,96.0,7.1,2,1662,light,muscle_gain,13.06
29,male,165.1,58.2,86.4,34.3,97.7,5.9,1,1915,sedentary,maintain,16.09
23,male,168.8,56.8,95.9,32.2,94.5,5.9,5,1995,moderate,fat_loss,13.01
23,female,164.2,68.3,101.1,28.5,98.8,6.0,2,1454,sedentary,fat_loss,19.49
21,male,170.1,64.3,98.2,32.5,92.7,5.7,3,2134,active,fat_loss,15.3
24,female,149.0,63.6,95.1,30.0,103.3,6.4,2,1481,moderate,fat_loss,23.7
24,male,179.0,79.9,100.7,32.4,94.9,8.5,3,2469,light,maintain,19.24
28,male,161.6,52.5,101.7,33.7,89.3,7.0,5,2395,moderate,muscle_gain,14.36
16,female,162.5,79.8,103.8,30.1,103.1,6.5,2,2337,sedentary,muscle_gain,23.74
21,female,153.6,40.0,96.5,29.6,89.2,6.7,5,1463,moderate,maintain,8.98
24,male,165.5,70.0,88.3,35.2,99.1,5.7,1,1333,sedentary,fat_loss,19.99
22,male,170.7,71.9,91.5,31.1,89.9,5.6,5,2739,moderate,muscle_gain,18.47
18,male,175.3,76.7,102.1,33.3,98.4,6.3,3,2162,light,fat_loss,17.89
16,male,172.1,80.2,81.8,31.8,98.7,6.0,1,1665,sedentary,fat_loss,19.97
26,male,176.7,78.3,93.7,31.6,92.5,7.6,5,2579,moderate,fat_loss,19.87
19,male,172.7,80.4,86.1,31.8,92.7,8.8,1,1830,sedentary,fat_loss,20.52
16,male,169.8,67.2,90.3,32.1,98.6,7.9,2,1927,sedentary,fat_loss,15.45
26,male,163.8,52.3,102.8,33.3,95.6,6.2,4,2702,moderate,muscle_gain,13.17
24,female,164.3,62.3,91.9,33.3,100.9,7.0,2,1204,light,fat_loss,17.01
21,female,160.9,52.5,90.5,33.6,93.6,7.4,5,1888,active,fat_loss,12.96
18,male,165.1,57.7,76.4,32.6,90.7,7.4,3,2862,moderate,muscle_gain,13.34
21,male,176.1,87.8,97.5,30.8,97.1,8.2,6,2387,moderate,fat_loss,22.6
27,male,180.9,100.8,96.5,36.0,104.5,6.0,0,3063,light,maintain,26.97
16,male,167.4,81.4,111.6,30.8,101.0,7.3,1,2411,sedentary,maintain,22.34
16,female,154.6,62.8,86.9,29.9,98.9,7.0,4,2491,active,muscle_gain,19.01
19,female,151.3,58.1,92.2,29.3,100.9,6.8,2,1832,sedentary,muscle_gain,18.63
22,female,160.5,70.3,92.5,29.5,105.0,5.6,2,1904,light,muscle_gain,21.61
20,female,166.0,74.5,105.8,34.3,101.7,5.8,1,2181,light,muscle_gain,20.84
25,female,166.8,87.3,89.0,32.7,105.0,8.2,2,2320,light,maintain,27.2
27,female,163.8,58.2,92.8,28.0,91.3,7.7,3,1915,moderate,maintain,16.04
23,male,164.1,70.5,96.1,37.7,100.5,6.0,3,2143,moderate,fat_loss,20.51
25,male,169.3,56.2,91.9,32.4,87.0,5.4,2,2708,moderate,muscle_gain,13.08
23,male,167.1,72.8,85.5,33.7,92.0,7.0,4,3027,active,maintain,20.38
22,male,182.1,60.0,91.9,31.9,85.3,6.9,3,1926,light,fat_loss,10.57
16,male,163.3,54.1,100.7,31.5,92.4,5.7,2,2157,light,muscle_gain,11.82
17,female,156.9,52.3,79.7,29.7,101.5,9.0,2,1854,sedentary,muscle_gain,13.2
16,female,157.4,61.3,91.3,32.1,91.8,8.2,3,2326,moderate,muscle_gain,17.17
21,male,171.2,75.0,83.0,29.5,98.0,6.1,2,1857,light,fat_loss,19.34
23,male,170.4,96.3,102.0,35.3,101.4,8.1,5,2595,moderate,fat_loss,28.89
16,male,175.9,79.1,74.8,36.4,97.9,7.4,1,1774,sedentary,fat_loss,18.16
22,male,173.0,82.3,84.4,34.9,93.3,7.6,4,2946,moderate,muscle_gain,21.86
18,female,152.7,56.3,93.8,29.4,98.4,6.2,4,1793,moderate,maintain,16.91
17,male,162.2,66.5,105.7,31.0,92.2,7.5,6,2633,active,maintain,18.04
19,female,157.9,63.4,89.3,31.3,97.0,9.1,1,1521,sedentary,fat_loss,18.68
17,male,167.1,76.6,84.4,36.1,103.5,8.0,5,2756,active,fat_loss,20.63
25,male,164.4,56.4,108.8,33.2,97.7,7.6,4,2059,sedentary,muscle_gain,14.59
21,male,173.9,46.8,75.5,30.3,86.6,5.3,3,2441,light,muscle_gain,7.2
26,female,164.0,70.6,70.0,31.4,108.4,7.8,2,2184,sedentary,muscle_gain,21.28
20,female,157.4,43.9,94.4,29.0,85.4,7.5,1,1326,light,fat_loss,9.66
20,male,170.8,84.7,85.0,32.5,103.6,6.2,4,2366,moderate,fat_loss,23.24
30,female,160.5,61.2,79.8,32.7,103.3,6.8,0,2000,sedentary,muscle_gain,19.21
16,male,174.8,63.3,97.1,34.7,94.5,7.0,2,2401,light,muscle_gain,12.34
28,female,163.1,88.7,92.4,32.7,100.5,7.5,2,2099,moderate,fat_loss,30.25
29,male,167.3,63.2,84.4,31.4,95.6,5.5,5,2530,moderate,maintain,17.57
25,male,180.7,75.3,77.2,31.7,100.6,7.0,4,3060,moderate,muscle_gain,17.22
21,female,157.2,67.6,98.7,29.5,99.5,8.6,0,1984,moderate,maintain,21.46
28,male,181.9,92.1,96.5,32.4,96.7,7.5,2,2853,sedentary,muscle_gain,23.64
21,male,169.7,79.0,89.0,36.8,96.0,6.0,3,2658,moderate,muscle_gain,21.55
19,male,171.9,62.7,108.5,31.8,88.1,7.4,1,2010,sedentary,maintain,13.63
20,male,171.0,75.7,79.3,34.8,96.1,7.5,2,2544,light,maintain,19.47
19,female,145.0,53.1,74.7,28.0,102.0,5.3,1,1334,sedentary,maintain,18.48
18,female,163.2,59.7,83.1,28.0,92.3,7.2,5,2108,moderate,maintain,14.84
27,female,166.2,68.3,89.5,30.4,96.9,7.0,2,2259,light,muscle_gain,19.68
19,male,182.7,60.8,92.4,28.9,87.0,5.6,4,2373,moderate,fat_loss,10.03
22,male,179.3,87.0,87.6,33.2,98.4,8.8,2,2108,light,fat_loss,21.33
16,male,179.4,73.3,93.5,33.1,93.2,7.3,4,2554,light,maintain,14.81
22,male,162.6,59.4,77.5,32.3,94.5,6.9,1,1557,light,fat_loss,15.82
17,male,163.7,67.5,104.4,35.2,98.0,6.3,2,2209,sedentary,muscle_gain,17.94
17,female,172.7,71.6,89.2,28.0,102.7,7.3,0,2094,light,maintain,16.52
22,female,152.0,64.4,101.2,34.0,101.8,7.4,3,1963,moderate,maintain,22.31
27,female,159.3,50.8,93.4,30.7,92.0,8.1,3,1806,light,maintain,14.03
24,male,167.1,66.4,94.6,33.3,97.1,7.0,0,2680,sedentary,muscle_gain,17.86
24,male,181.8,75.9,95.7,34.7,94.5,5.8,3,2922,moderate,muscle_gain,16.88
21,male,176.8,63.9,94.5,29.9,92.6,7.0,1,2226,light,maintain,13.16
20,male,179.4,81.4,96.4,33.8,98.0,7.1,0,2259,sedentary,fat_loss,18.75
26,male,168.9,64.9,103.3,31.8,92.4,8.5,2,2060,sedentary,fat_loss,17.08
19,male,168.4,54.7,92.0,32.2,92.1,7.3,2,2012,light,maintain,11.32
26,male,178.6,84.3,97.1,33.3,92.2,7.3,3,2785,light,muscle_gain,21.49
28,female,157.7,70.5,89.1,32.3,101.0,6.3,5,2095,moderate,muscle_gain,24.26
18,male,167.7,72.1,104.4,33.9,95.3,7.5,1,1619,sedentary,fat_loss,18.7
19,female,166.3,65.7,83.2,32.8,97.6,6.2,4,2119,moderate,muscle_gain,16.68
20,male,168.4,68.2,108.0,33.9,101.6,7.2,3,2160,light,maintain,17.26
16,male,178.1,70.6,89.6,34.1,89.1,7.7,4,3169,moderate,muscle_gain,14.19
20,male,161.4,74.6,75.7,32.3,100.1,7.0,4,1985,moderate,fat_loss,22.76
28,male,176.4,75.4,91.3,34.6,91.7,7.9,3,2461,light,muscle_gain,19.32
17,male,167.0,49.1,83.2,29.2,88.5,8.3,3,1905,sedentary,maintain,8.84
28,male,170.5,81.8,98.4,29.7,93.1,8.0,2,2078,light,maintain,24.01
20,female,159.0,67.2,83.5,29.2,105.5,6.9,6,2098,active,fat_loss,20.3
32,male,170.5,73.2,85.5,32.1,96.0,6.0,5,2593,active,muscle_gain,21.38
19,female,154.2,40.0,71.1,28.0,90.1,6.2,2,1200,sedentary,fat_loss,8.36
21,male,168.9,69.7,85.5,30.1,96.7,7.3,7,2449,moderate,muscle_gain,17.95
18,male,168.0,79.5,70.0,33.6,101.7,7.4,1,1895,light,fat_loss,21.74
19,male,181.2,88.7,74.2,34.5,89.4,7.1,1,2641,sedentary,muscle_gain,20.59
28,male,172.2,72.7,97.6,34.1,98.5,6.5,3,2733,moderate,muscle_gain,19.66
24,female,163.6,75.3,97.9,30.4,100.4,6.9,5,1633,light,fat_loss,23.08
27,female,145.8,54.1,94.3,30.6,103.5,5.7,3,1616,light,fat_loss,20.55
16,female,164.2,75.5,80.3,31.7,104.6,6.5,3,2092,moderate,fat_loss,21.08
25,male,167.5,70.8,89.5,34.2,89.0,6.8,3,1556,light,fat_loss,19.83
18,male,177.4,76.2,90.0,33.8,86.0,7.6,4,2680,moderate,muscle_gain,17.0
16,female,159.0,72.2,78.4,31.5,106.3,8.0,2,1884,light,fat_loss,21.75
23,male,156.3,59.4,105.0,33.3,93.7,5.3,1,1478,sedentary,fat_loss,18.27
23,male,172.4,61.2,98.8,35.2,89.5,5.6,3,2362,light,maintain,13.8
22,male,170.0,66.5,87.8,32.8,85.8,7.6,3,2596,active,fat_loss,16.47
25,female,162.0,71.4,90.3,31.0,101.1,7.1,3,1896,light,maintain,22.2
26,female,154.2,69.6,92.1,31.4,101.4,7.6,2,1991,sedentary,muscle_gain,24.91
29,female,152.7,64.0,70.0,29.2,103.1,6.2,6,2078,moderate,muscle_gain,23.41
17,female,164.8,63.3,87.5,32.7,102.9,6.3,7,2832,active,muscle_gain,15.68
29,male,179.4,74.7,83.2,32.0,100.0,6.2,4,2613,active,fat_loss,18.32
30,female,163.8,58.6,80.0,30.1,93.0,4.6,2,2170,moderate,maintain,16.91
